Medio empleado;Medio empleado;Sexo;Edad;Total;Año
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;0_15;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;15_29;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;30_39;1;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;40_44;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;45_49;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;50_54;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;55_59;1;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;60_64;1;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;65_69;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;70_74;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;75_79;1;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;80_84;1;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;85_89;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;90_94;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;H;95_mas;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;Todas las edades;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;0_15;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;15_29;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;30_39;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;40_44;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;45_49;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;50_54;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;55_59;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;60_64;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;65_69;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;70_74;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;75_79;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;80_84;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;85_89;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;90_94;0;2019
X68;X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;M;95_mas;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;Todas las edades;72;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;0_15;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;15_29;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;30_39;7;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;40_44;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;45_49;9;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;50_54;8;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;55_59;7;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;60_64;6;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;65_69;5;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;70_74;5;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;75_79;6;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;80_84;8;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;85_89;3;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;90_94;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;A;95_mas;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;Todas las edades;46;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;0_15;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;15_29;1;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;30_39;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;40_44;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;45_49;5;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;50_54;6;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;55_59;6;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;60_64;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;65_69;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;70_74;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;75_79;3;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;80_84;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;85_89;3;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;90_94;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;H;95_mas;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;Todas las edades;26;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;0_15;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;15_29;1;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;30_39;3;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;40_44;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;45_49;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;50_54;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;55_59;1;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;60_64;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;65_69;1;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;70_74;3;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;75_79;3;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;80_84;4;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;85_89;0;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;90_94;2;2019
X69;X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;M;95_mas;0;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;Todas las edades;1657;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;0_15;2;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;15_29;128;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;30_39;210;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;40_44;177;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;45_49;189;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;50_54;193;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;55_59;145;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;60_64;128;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;65_69;97;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;70_74;100;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;75_79;86;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;80_84;97;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;85_89;62;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;90_94;38;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;A;95_mas;5;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;Todas las edades;1387;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;0_15;2;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;15_29;105;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;30_39;168;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;40_44;145;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;45_49;162;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;50_54;156;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;55_59;123;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;60_64;107;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;65_69;81;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;70_74;88;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;75_79;75;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;80_84;84;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;85_89;53;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;90_94;33;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;H;95_mas;5;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;Todas las edades;270;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;0_15;0;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;15_29;23;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;30_39;42;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;40_44;32;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;45_49;27;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;50_54;37;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;55_59;22;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;60_64;21;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;65_69;16;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;70_74;12;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;75_79;11;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;80_84;13;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;85_89;9;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;90_94;5;2019
X70;X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación;M;95_mas;0;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;Todas las edades;114;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;0_15;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;15_29;0;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;30_39;7;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;40_44;5;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;45_49;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;50_54;9;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;55_59;10;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;60_64;9;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;65_69;8;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;70_74;19;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;75_79;15;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;80_84;16;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;85_89;8;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;90_94;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;A;95_mas;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;Todas las edades;71;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;0_15;0;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;15_29;0;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;30_39;4;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;40_44;4;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;45_49;2;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;50_54;6;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;55_59;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;60_64;8;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;65_69;5;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;70_74;12;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;75_79;12;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;80_84;8;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;85_89;4;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;90_94;2;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;H;95_mas;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;Todas las edades;43;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;0_15;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;15_29;0;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;30_39;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;40_44;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;45_49;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;50_54;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;55_59;7;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;60_64;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;65_69;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;70_74;7;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;75_79;3;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;80_84;8;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;85_89;4;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;90_94;1;2019
X71;X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión;M;95_mas;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;Todas las edades;24;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;0_15;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;15_29;1;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;30_39;3;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;40_44;4;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;45_49;3;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;50_54;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;55_59;1;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;60_64;1;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;65_69;3;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;70_74;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;75_79;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;80_84;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;85_89;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;90_94;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;A;95_mas;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;Todas las edades;24;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;0_15;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;15_29;1;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;30_39;3;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;40_44;4;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;45_49;3;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;50_54;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;55_59;1;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;60_64;1;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;65_69;3;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;70_74;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;75_79;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;80_84;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;85_89;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;90_94;2;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;H;95_mas;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;Todas las edades;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;0_15;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;15_29;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;30_39;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;40_44;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;45_49;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;50_54;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;55_59;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;60_64;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;65_69;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;70_74;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;75_79;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;80_84;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;85_89;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;90_94;0;2019
X72;X72. Lesión autoinfligida intencionalmente por disparo de arma corta;M;95_mas;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;Todas las edades;47;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;0_15;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;15_29;3;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;30_39;4;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;40_44;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;45_49;7;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;50_54;6;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;55_59;4;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;60_64;5;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;65_69;6;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;70_74;4;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;75_79;2;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;80_84;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;85_89;3;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;90_94;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;A;95_mas;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;Todas las edades;45;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;0_15;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;15_29;2;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;30_39;4;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;40_44;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;45_49;7;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;50_54;6;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;55_59;3;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;60_64;5;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;65_69;6;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;70_74;4;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;75_79;2;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;80_84;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;85_89;3;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;90_94;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;H;95_mas;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;Todas las edades;2;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;0_15;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;15_29;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;30_39;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;40_44;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;45_49;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;50_54;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;55_59;1;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;60_64;0;2019
X73;X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga;M;65_69;0;2019
